Item,cvar,schreiber2018/ismir2018,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
114/114937.jams,,77,105.469,116,108,144.559,46.131313,92.26263,222.22,92.26263
114/114939.jams,,84,112.347,116,90,89.1029,52.834152,79.25123,125.0,52.834152
114/114940.jams,,73,156.605,116,107,122.319,68.290115,68.290115,98.36,101.410034
114/114941.jams,,71,112.347,116,87,90.6661,41.636467,83.272934,103.45,83.272934
115/115269.jams,,123,63.8021,112,113,63.9996,96.75747,96.75747,63.83,96.71804
115/115470.jams,,80,109.957,101,108,111.386,53.149582,106.299164,53.57,107.63973
116/116241.jams,,120,80.7495,160,159,80.1235,160.00073,160.00073,80.0,160.00073
116/116372.jams,,80,123.047,148,84,68.9062,60.838135,60.838135,187.5,100.93689
116/116707.jams,,80,114.844,116,107,54.2569,63.874126,63.874126,171.43,88.87178
116/116756.jams,,96,143.555,148,108,91.4685,14.588535,29.17707,230.77,77.51638
117/117172.jams,,87,117.454,116,116,115.979,115.998566,115.998566,115.38,57.97957
117/117846.jams,,121,112.347,84,90,84.7208,82.44494,82.44494,127.66,82.44494
118/118060.jams,,96,198.768,84,84,59.8404,41.87304,41.87304,81.08,80.90723
118/118502.jams,,143,184.57,94,94,94.3921,94.4312,94.4312,93.75,94.47062
119/119545.jams,,136,126.048,187,187,62.4528,125.10654,125.10654,122.45,125.10654
119/119569.jams,,120,143.555,73,144,144.559,72.824394,72.824394,142.86,145.56992
119/119579.jams,,138,92.2852,116,102,112.347,95.9689,95.9689,113.21,95.9689
119/119898.jams,,121,101.333,74,116,150.0,74.95352,74.95352,150.0,75.03239
119/119979.jams,,151,143.555,99,125,20671.9,124.55455,124.55455,230.77,124.396835
120/120150.jams,,133,112.347,84,83,66.6835,83.31236,83.31236,166.67,83.35179
120/120171.jams,,74,135.999,121,94,135.11,60.010136,60.010136,136.36,119.310555
120/120315.jams,,120,126.048,87,84,87.5927,42.779892,85.559784,193.55,85.79636
120/120774.jams,,80,129.199,70,87,91.4685,57.56557,115.13114,57.69,57.25014
120/120778.jams,,80,126.048,101,87,93.1166,68.290115,68.290115,67.42,68.1324
120/120779.jams,,60,99.384,75,110,72.2793,71.05011,71.05011,150.0,78.659805
121/121474.jams,,77,109.957,51,87,102.74,101.80431,101.80431,103.45,104.56431
122/122199.jams,,67,147.656,76,77,74.8981,75.209816,75.209816,75.95,75.30838
122/122534.jams,,191,132.512,64,130,64.5996,64.38669,64.38669,64.52,128.9311
122/122579.jams,,77,123.047,60,90,95.7031,60.04957,60.04957,60.61,60.04957
122/122635.jams,,191,129.199,63,128,63.4107,126.80197,126.80197,63.16,126.68368
122/122671.jams,,120,172.266,87,87,88.3413,84.77122,84.77122,181.82,100.93689
122/122936.jams,,87,117.454,116,58,112.961,116.7477,116.7477,115.38,58.294994
123/123342.jams,,100,172.266,67,67,108.799,134.1751,134.1751,67.42,134.1751
124/124394.jams,,143,126.048,123,87,77.7138,47.393024,94.78605,47.62,94.78605
124/124702.jams,,84,89.1029,232,125,134.233,91.3952,91.3952,187.5,91.3952
124/124876.jams,,80,132.512,87,87,84.7208,35.170197,70.34039,162.16,106.61459
125/125239.jams,,96,156.605,150,108,135.11,115.40714,115.40714,193.55,91.15863
125/125814.jams,,81,123.047,121,120,120.185,120.02027,120.02027,120.0,59.99042
125/125822.jams,,87,139.675,116,107,135.542,81.57751,81.57751,92.31,68.30983
126/126234.jams,,121,80.7495,60,61,60.4441,59.85242,59.85242,60.0,59.85242
126/126243.jams,,94,120.185,117,119,118.125,118.640274,118.640274,230.77,118.640274
126/126276.jams,,73,184.57,108,94,90.6661,110.163155,110.163155,107.14,55.04215
126/126291.jams,,67,99.384,84,64,126.821,97.27004,97.27004,61.86,97.27004
126/126416.jams,,52,105.469,104,104,104.14,77.890945,103.8546,103.45,103.93346
126/126505.jams,,80,135.999,148,123,75.4448,53.622723,107.245445,130.43,106.930016
126/126506.jams,,80,184.57,123,108,87.9654,99.67518,99.67518,101.69,100.14832
126/126508.jams,,54,123.047,74,77,105.469,75.150665,75.150665,71.43,75.150665
126/126600.jams,,148,74.8981,74,74,74.0927,74.00724,74.00724,74.07,73.987526
126/126716.jams,,101,184.57,87,94,68.224,66.712975,66.712975,44.12,66.712975
127/127798.jams,,121,109.957,140,132,77.7138,139.14308,139.14308,222.22,139.14308
128/128472.jams,,67,117.454,74,64,58.8942,90.13349,90.13349,111.11,90.13349
128/128476.jams,,120,90.6661,90,90,89.8777,179.87268,89.93634,89.55,89.97578
128/128799.jams,,67,135.999,97,90,137.195,135.63394,135.63394,136.36,135.63394
128/128814.jams,,163,109.957,109,109,108.514,108.58601,108.58601,54.55,108.62544
128/128881.jams,,121,135.999,63,130,132.512,64.9387,64.9387,130.43,129.71967
128/128886.jams,,61,135.999,69,67,133.367,140.04993,140.04993,136.36,66.8904
128/128927.jams,,174,87.5927,87,87,86.8566,86.93978,86.93978,86.96,86.93978
129/129056.jams,,80,129.199,121,176,121.599,24.761082,24.761082,153.85,111.74029
129/129622.jams,,123,166.709,148,84,98.4375,82.050644,82.050644,136.36,98.25575
129/129624.jams,,143,126.048,93,186,92.9752,85.32321,85.32321,171.43,167.25557
129/129970.jams,,120,172.266,87,85,85.421,85.00779,85.00779,171.43,85.04721
130/130693.jams,,96,156.605,76,87,77.7138,155.90018,77.95009,136.36,154.4019
130/130710.jams,,200,101.333,99,99,98.9085,99.04433,99.04433,98.36,99.04433
130/130991.jams,,77,120.185,118,87,80.1235,118.955696,118.955696,120.0,118.99513
131/131024.jams,,80,143.555,148,87,114.209,69.70954,69.70954,120.0,139.41908
131/131385.jams,,121,112.347,116,101,145.577,78.36409,78.36409,150.0,107.48202
131/131439.jams,,188,97.5088,116,114,94.5378,94.47062,94.47062,115.38,94.39176
131/131540.jams,,144,120.185,87,161,117.788,117.693985,117.693985,117.65,117.81228
131/131917.jams,,67,129.199,101,97,144.559,102.4746,102.4746,200.0,78.423225
131/131924.jams,,60,103.359,74,97,65.834,48.733593,73.10039,68.18,97.30947
131/131951.jams,,151,114.844,114,110,77.5862,41.83361,83.66722,111.11,83.58836
132/132449.jams,,80,161.499,87,84,62.1547,64.9387,64.9387,75.0,129.71967
132/132679.jams,,80,103.359,123,108,106.556,24.997652,49.995304,150.0,131.45453
132/132787.jams,,176,123.047,121,151,64.6552,120.21741,120.21741,120.0,120.21741
132/132789.jams,,143,132.512,72,135,70.3125,51.178158,102.356316,181.82,101.72546
132/132793.jams,,87,120.185,76,68,97.8261,68.290115,68.290115,200.0,59.85242
133/133293.jams,,94,107.666,73,84,148.719,75.012665,75.012665,139.53,105.82602
133/133294.jams,,90,109.957,73,135,100.349,68.36897,68.36897,166.67,136.73795
133/133444.jams,,120,178.206,60,181,89.1029,60.088993,60.088993,60.0,60.088993
133/133579.jams,,67,87.5927,58,58,72.0274,120.177986,120.177986,136.36,89.89692
133/133580.jams,,97,132.512,66,91,75.4448,82.48437,82.48437,68.18,92.26263
133/133942.jams,,67,129.199,87,91,130.835,60.40442,60.40442,60.0,120.05969
134/134094.jams,,143,172.266,170,172,99.384,85.79636,85.79636,181.82,85.79636
134/134586.jams,,84,114.844,112,112,90.6661,112.52886,112.52886,75.0,112.52886
134/134643.jams,,143,99.384,98,200,96.5975,91.9472,91.9472,200.0,125.57968
135/135010.jams,,146,97.5088,97,97,97.0511,96.99404,96.99404,96.77,96.95462
135/135043.jams,,200,101.333,100,100,100.349,100.069466,100.069466,100.0,100.069466
135/135054.jams,,77,105.469,116,116,150.89,45.185028,90.370056,44.78,90.52777
135/135089.jams,,80,129.199,87,87,55.2724,44.94846,89.89692,58.82,89.93634
135/135092.jams,,60,101.333,73,84,92.699,49.679874,99.35975,153.85,99.35975
136/136320.jams,,181,123.047,120,120,119.837,119.98084,119.98084,60.0,119.98084
136/136928.jams,,176,135.999,101,162,87.9654,42.89818,42.89818,214.29,101.25232
137/137166.jams,,144,191.406,116,161,78.9003,161.4596,80.7298,230.77,165.91501
137/137167.jams,,80,156.605,87,87,76.5625,126.80197,126.80197,193.55,126.80197
137/137171.jams,,80,107.666,148,84,72.7883,99.67518,99.67518,122.45,99.35975
137/137172.jams,,143,97.5088,87,161,86.1328,97.467186,97.467186,76.92,89.89692
137/137173.jams,,84,139.675,151,136,75.9995,90.13349,90.13349,176.47,122.07055
137/137484.jams,,123,129.199,101,108,53.6932,46.44674,69.670105,222.22,93.20891
137/137561.jams,,80,112.347,148,108,91.4685,136.58023,136.58023,193.55,90.8432
137/137567.jams,,80,151.999,148,161,93.1166,41.163326,41.163326,162.16,90.52777
137/137631.jams,,80,161.499,120,87,93.9631,111.74029,111.74029,63.16,135.7128
138/138021.jams,,80,129.199,87,84,96.5975,41.636467,83.272934,41.67,83.272934
138/138256.jams,,146,156.605,121,161,130.835,42.661606,85.32321,214.29,85.32321
139/139491.jams,,143,120.185,123,135,120.888,126.17111,126.17111,125.0,125.69797
139/139532.jams,,81,99.384,76,107,143.555,108.9803,108.9803,89.55,65.56955
139/139637.jams,,80,147.656,148,87,94.8251,45.263885,45.263885,176.47,90.52777
139/139681.jams,,96,112.347,150,87,84.032,139.69508,139.69508,113.21,150.97162
139/139688.jams,,143,151.999,101,84,84.7208,48.02388,72.03582,176.47,129.48311
142/142531.jams,,88,105.469,116,81,77.7138,39.901615,59.85242,105.26,99.35975
143/143039.jams,,143,112.347,116,181,67.9996,66.87069,66.87069,214.29,109.45344
144/144477.jams,,80,139.675,116,84,65.0059,68.21126,68.21126,68.18,57.09243
144/144487.jams,,90,107.666,61,97,104.403,48.57588,97.15176,181.82,86.2695
144/144810.jams,,77,206.719,101,116,107.666,40.847897,81.69579,115.38,61.98156
145/145043.jams,,143,117.454,97,90,93.9631,43.726177,87.452354,125.0,103.46031
145/145068.jams,,119,95.7031,95,94,92.2852,94.58891,94.58891,74.07,94.58891
145/145477.jams,,96,112.347,112,108,101.333,43.60789,87.21578,127.66,82.32665
145/145551.jams,,81,123.047,41,41,122.319,122.07055,61.035275,122.45,122.07055
145/145703.jams,,176,89.1029,88,88,87.9654,88.00435,88.00435,88.24,88.00435
145/145705.jams,,176,89.1029,88,88,87.9654,88.00435,88.00435,88.24,87.96493
146/146989.jams,,74,198.768,116,84,123.047,61.035275,122.07055,68.97,131.53339
148/148303.jams,,121,172.266,75,200,68.9062,41.478752,82.957504,200.0,140.04993
148/148609.jams,,121,80.7495,81,81,80.4353,161.02588,80.51294,80.0,80.51294
149/149138.jams,,195,99.384,97,97,65.0059,97.42776,97.42776,98.36,97.42776
149/149714.jams,,80,105.469,116,94,84.032,22.631943,45.263885,176.47,84.73178
149/149727.jams,,77,143.555,148,87,71.7773,65.60898,65.60898,71.43,65.60898
149/149778.jams,,160,117.454,148,136,93.1166,20.739376,41.478752,240.0,82.32665
152/152418.jams,,123,62.2647,108,184,61.8918,92.341484,92.341484,61.86,92.341484
